Study unique ID*,Biological material ID* ,Common material name*,Genus,Species,Infraspecific name,Biological material preprocessing,"Material source ID (Holding institute/stock centre, accession)",Material source DOI,Material source latitude,Material source longitude,Material source description
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,31_21,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00070,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,32_37,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00071,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,32_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00072,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,33_34,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00073,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,34_39,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00074,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,35_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00075,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,35_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00076,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,1_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00077,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,1_66,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00078,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,3_44,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00079,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,3_53,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00080,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,3_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00081,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,4_14,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00082,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,4_32,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00083,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,4_67,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00084,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,4_68,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00085,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,5_18,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00086,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,5_29,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00087,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,5_41,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00088,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,6_36,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00089,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,7_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00090,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,7_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00091,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,8_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00092,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,10_37,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00093,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,11_4,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00094,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,11_30,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00095,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,12_86,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00096,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,13_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00097,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,13_28,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00098,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,14_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00099,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,15_103,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00100,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,16_81,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00101,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,16_86,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00102,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,17_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00103,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,19_18,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00104,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,19_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00105,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,19_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00106,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,21_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00107,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,21_24,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00108,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,21_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00109,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_29,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00110,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,24_9,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00111,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,25_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00112,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,25_16,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00113,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,27_2,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00114,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,28_30,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00115,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,29_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00116,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,29_17,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00117,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,30_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00118,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,31_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00119,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
